belong1,belong2,fb1,fb2,fb3,closeness,mg1,mg2,swl,ms1r,ms2r,ms3r,mscp,fbcp,learningcp,belongcp,schoolr,sis_age,sis_female,sis_frpl,ethall,allgpa,allmgpa,allelagpa,allscigpa,allsocgpa,set1scorezero,cs,eiwd,perswd,percent_resilscorezero,mbcp,t1p1,q76_first_click,q76_last_click,q76_page_submit,q76_click_count,t1p2,q77_first_click,q77_last_click,q77_page_submit,q77_click_count,t1p3,q78_first_click,q78_last_click,q78_page_submit,q78_click_count,t1p4,q79_first_click,q79_last_click,q79_page_submit,q79_click_count,t1difchc,q64_first_click,q64_last_click,q64_page_submit,q64_click_count,t1pp1,t1pp1t1_first_click,t1pp1t1_last_click,t1pp1t1_page_submit,t1pp1t1_click_count,t1pp1w,t1pp1r,t1pp1t2_first_click,t1pp1t2_last_click,t1pp1t2_page_submit,t1pp1t2_click_count,t1pp2,t1pp2t1_first_click,t1pp2t1_last_click,t1pp2t1_page_submit,t1pp2t1_click_count,t1pp2w,t1pp2r,t1pp2t2_first_click,t1pp2t2_last_click,t1pp2t2_page_submit,t1pp2t2_click_count,t1pp3,t1pp2t1_first_click_1,t1pp2t1_last_click_1,t1pp2t1_page_submit_1,t1pp2t1_click_count_1,t1pp3w,t1pp3r,t1pp3t2_first_click,t1pp3t2_last_click,t1pp3t2_page_submit,t1pp3t2_click_count,t1tp1,q124_first_click,q124_last_click,t1tp1time,q124_click_count,t1tp1choice,t1tp2,q130_first_click,q130_last_click,t1tp2time,q130_click_count,t1tp2choice,t1tp3,q136_first_click,q136_last_click,t1tp3time,q136_click_count,t1tp3choice,t1tp4,q142_first_click,q142_last_click,t1tp4time,q142_click_count,t1tp4choice,t1tp5,q148_first_click,q148_last_click,t1tp5time,q148_click_count,t1tp5choice,t1tp6,q156_first_click,q156_last_click,t1tp6time,q156_click_count,t1tp6choice,t1tp7,q162_first_click,q162_last_click,t1tp7time,q162_click_count,t1tp7choice,t1tp8,q165_first_click,q165_last_click,t1tp8time
2,2,3,2,4,3,4,3,4,2,3,4,3,4.5,3.5,2,1,16,1,1,4,79.6310714275,66.1625,80.19,77.7025, ,4,1,.48021367237418,.337088817038641,0,1.81730248941282,1,14.171,19.608,21.379,4,3,47.462,49.598,50.084,4,6,9.715,11.115,11.471,3,6,5.075,8.138,8.177,5,1,0,0,4.525,0,4,8.416,9.315,10.667,3, ,1,10.848,11.856,12.646,3,6,9.299,63.547,63.596,8,1, ,5.948,29.115,29.944,6,8,34.555,39.324,39.636,4,0, , , , , ,8,23.884,41.916,42.567,7,1,3,1.38,44.944,45.943,13,1,4,34.94,48.514,50.701,9,1,5,26.136,28.825,30.876,6,0, , , , , , , , , , , , , , , , , , , , , , 
3,4,2,2,4,6,5,4,5,5,6,5,5.33333333333333,5,4.5,3.5,2,15,1,1,4,96.7267857125,90.375,96.9425,98.72125,96.91,4,1,.631335643671848,.279224971994842,1,2.91056061566669,1,8.189,15.468,15.509,6,3,16.385,18.35,18.983,2,6,8.79,10.36,11.567,2,6,8.935,10.253,11.463,2,1,0,0,10.283,0,7,86.044,87.129,87.705,3,1, ,1.908,15.943,16.498,11,7,84.179,84.962,85.418,3,1, ,1.733,13.691,13.723,5,1,47.24,48.227,48.625,3, ,0, , , , ,8,.995,32.865,34.361,18,1,3,9.037,11.563,12.515,3,1,4,4.769,14.913,15.753,4,1,8,1.11,42.784,43.412,7,1,9,1.33,15.113,15.818,6,1,5,2.801,4.314,4.939,5,1,8,4.945,7.342,7.74,6,1,3,2.838,8.024,8.053
3,4,4,4,4,7,4,4,5,2,3,3,2.66666666666667,3,4,3.5,3,16,1,1,4,83.7428571425,81.1075,84.05,84.0508333333333,77.19,4,1,.518239437699681,0,0,1.51823943769968,1,6.693,9.169,10.571,3,3,19.856,23.106,23.739,3,6,3.854,4.917,5.365,3,6,4.797,5.659,6.15,3,1,1.559,1.559,2.066,1,4,32.534,38.635,39.063,4, ,1,2.947,4.033,4.796,3,1,32.849,34.158,34.732,3,1, ,.661,6.514,7.444,5,1,1.399,91.635,92.348,4, ,0, , , , ,8,14.509,26.326,27.719,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,3,4,3,3,7,2,3,3,5,5,4,4.66666666666667,3.5,2.5,3.5,3,16,1,1,4,86.11,85.835,91.83,90.19,71.8125,3,1,.367697608961413,.150721144647903,0,1.51841875360932,1,13.538,15.933,16.576,3,3,11.816,13.247,13.266,4,6,6.273,7.717,8.567,3,4,8.47,10.137,10.892,3,1,0,0,1.367,0,1,8.515,27.568,28.248,8,1, ,7.559,11.774,12.886,3,3,13.754,17.071,17.09,4,0, , , , , ,3,1.756,22.822,24.534,6,1, ,14.306,15.947,17.341,2,8,6.338,25.658,25.668,5, ,9,1.659,23.62,25.494,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,2,2,2,4,6,3,2,4,3,3,3,3,5,2.5,2.5,2,16,0,1,4,61.9371428575,58.9925,60.05375,57.8625, ,2,1,.305138131970705,.215967622137068,0,1.52110575410777,1,15.216,17.743,18.155,3,5,1145.496,1155.765,1156.339,7,1,1.634,3.335,3.359,4,6,6.698,12.576,12.978,7,1,0,0,1.053,0,8,.001,19.024,19.626,5,1, ,11.43,17.609,18.145,3,1,25.256,28.902,29.494,4,0, , , , , ,8,4.426,5.175,5.611,3,1, ,.59,.59,1.297,1,8,1.019,16.183,16.745,13,1,9,25.259,31.735,32.179,12,1,2,.354,19.577,20.165,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,5,4, , , , , , ,4.5, ,2,18,0,1,4,90.7221428566667,86.115,94.3333333333333,93.4933333333333,98.9333333333333,4,1,.48530974349859,.173306656388569,0,1.65861639988716,1,7.369,8.785,12.573,2,3,11.078,11.078,14.742,1,6,5.967,5.967,8.994,1,6,7.263,7.263,9.574,1,1,0,0,1.641,0,4,18.259,18.259,27.88,1, ,0, , , , ,2,44.029,49.356,57.163,4,1, ,0,0,33.973,0,5,19.696,19.696,30.251,1,1, ,0,0,10.073,0,8,17.487,85465.301,85466.718,5,1,2,21.639,32.05,33.707,4,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,3,2,4,6,5,5,3,5,6,5,5.33333333333333,4.5,5,3.5,4,15,1,1,4,85.3575,72.8325,80.365,78.905,87.1225,4,1,.542118076359107,.414146159776213,.666666666666667,2.62293090280199,1,3.975,6.672,7.878,3,3,8.459,10.731,12.309,2,6,6.822,9.996,12.825,2,6,6.799,7.904,9.114,2,1,0,0,5.072,0,4,16.536,45.728,47.383,5, ,1,5.727,10.81,12.341,5,3,38.524,41.838,42.58,3,0, , , , , ,5,79.686,81.904,83.588,2,1, ,4.802,4.802,6.972,1,8,9.254,19.682,20.872,5,1,6,41.025,47.044,48.306,4,1,4,48.28,81.594,83.271,6,1,8,10.818,19.345,20.416,7,1,9,36.593,38.932,40.492,4,1,5,4.223,9.951,10.907,4,1,8,5.227,7.919,8.849,4,1,5,4.173,5.28,6.368
3,4,2,2,4,6,5,3,5,4,4,3,3.66666666666667,5,4,3.5,7,15,0,0,1,93.138214285,94.4725,91.4725,90.995,93.8325,2,0,.320166168198096,.29950579327443,.333333333333333,.953005294805859,1,17.564,33.658,34.383,6,5,2.969,10.03,10.042,5,6,1.722,3.904,3.916,5,3,1.157,2.019,2.751,3,0,1.593,2.61,2.62,3,6,.569,21.578,23.113,8,1, ,.722,10.205,11.047,5,5,21.462,22.803,23.337,4, , , , , , ,3,.556,16.442,17.05,6,1, ,.213,5.488,5.5,7,1,1.984,45.784,45.797,22,1,5,.654,42.2,42.503,15,1,7,.681,25.507,25.519,20,1,5,1.077,9.034,9.039,14, ,5,.915,23.607,23.609,9, ,5,.395,2.888,3.372,10,1,3,.338,1.563,1.872,5,1,1,.434,.834,1.369
4,4,2,4,4,1,5,5,3,3,4,4,3.66666666666667,4,5,4,4,16,1,1,9,84.325714285,69.455,89.745,87.39125,84.5875,4,1,.395453982738446,.268027455428439,0,1.66348143816689,1,3.961,6.062,6.494,2,3,5.254,7.276,7.675,2,6,2.722,4.155,4.583,2,6,3.879,6.146,6.565,3,1,0,0,.807,0,4,11.103,12.855,13.66,2, ,0, , , , ,2,50.301,52.549,53.66,2,1, ,4.664,20.348,21.634,3,5,15.714,17.499,17.909,2,1, ,4.467,4.467,5.981,1,8,3.295,9.716,11.241,4,1,7,23.85,28.042,29.126,3,1,2,1.423,15.839,17.123,5,1,8,8.416,10.443,12.52,3,1,6,3.509,20.549,21.852,5,0, , , , , , , , , , , , , , , , 
2,3,1,1,5,5,3,2,3,5,5,3,4.33333333333333,6,2.5,2.5,4,17,0,1,1,84.72607143,80.3325,87.3925,82.975,80.22,4,1,.413172228385519,.378971653779615,1,2.79214388216513,1,12.724,12.724,15.519,1,3,8.211,8.211,14.586,1,6,13.219,13.219,18.899,1,6,13.39,17.13,18.99,2,1,0,0,13.818,0,4,10.071,10.071,12.468,1, ,1,0,0,8.404,0,2,27.642,29.863,30.49,2,1, ,0,0,11.953,0,1,56.117,56.117,58.064,1, ,0, , , , ,8,15.409,19.258,20.828,2,1,2,22.997,24.958,26.365,2,1,4,21.425,34.265,35.699,2,1,8,18.22,20.643,22.058,2,1,8,65.597,75.661,77.055,2,1,5,15.78,17.96,19.095,2,1,8,11.04,14.309,15.054,4,1,3,19.617,19.617,21.75
5,4,3,4,4,5,5,4,4,3,4,3,3.33333333333333,3.5,4.5,4.5,2,18,0,1,4,86.5,68.0966666666667,90.4933333333333,91.6166666666667,83.2833333333333,3,0,.621054789165248,.587989995111001,1,2.20904478427625,1,14.836,15.459,16.227,3,2,10.538,11.45,12.782,3,6,7.738,9.046,9.668,3,6,5.869,16.4,17.045,5,0,0,0,9.984,0,4,33.39,41.707,43.386,4, ,1,4.459,18.297,18.333,4,3,35.964,74.122,74.884,3,1, ,.985,46.005,46.607,6,1,56.478,60.536,61.546,6, ,0, , , , ,8,5.006,13.957,15.013,7,1,5,75.254,103.635,104.457,12,1,4,23.981,55.257,55.888,11,1,8,11.062,18.48,19.644,8,1,1,81.56,207.125,208.009,11,1,5,8.904,15.627,16.544,5,1,8,2.753,14.425,15.225,12,1,3,12.016,14,15.389
3,3,2,4,4,3,3,5,3,5,5,5,5,4,4,3,1,18,1,1,1,93.1808035725,91.05,92.25,95.845,81.47,4,1,.512869037952754,.36391598030557,1,2.87678501825833,1,8.432,8.432,12.54,1,3,5.828,5.828,8.971,1,6,5.785,5.785,7.497,1,6,8.889,8.889,13.19,1,1,0,0,3.584,0,5,9.819,22.01,26.262,2,1, ,0,0,9.429,0,2,29.104,29.104,54.995,1,0, , , , , ,5,51.223,62.187,71.701,2,1, ,0,0,12.817,0,8,8.727,13.678,19.641,2,1,8,21.582,23.476,24.738,2,1,5,20.73,22.558,23.954,2,1,8,15.891,19.432,21.148,2,1,9,69.902,77.484,78.785,3,1,5,5.841,9.168,11.281,2,1,8,3.309,7.741,9.756,2,1,3,7.008,7.008,10.05
4,4,4,4,4,3,5,4,5,5,4,5,4.66666666666667,3,4.5,4,4,18,1,1,2,82.8710714275,76.54625,75.4675,80.935,84.8525,4,1,.441866248442002,.381192977943592,1,2.82305922638559,1,5.792,5.792,7.466,1,3,14.325,14.325,16.041,1,6,2.923,2.923,5.754,1,6,4.773,4.773,6.473,1,1,1.093,1.093,2.074,1,4,19.285,19.285,21.838,1, ,1,1.838,1.838,7.499,1,7,45.182,45.182,47.268,1,0, , , , , ,5,49.919,49.919,51.401,1,1, ,2.817,2.817,7.855,1,8,6.22,11.338,13.975,3,1,6,29.456,39.733,41.182,7,1,4,4.516,14.44,15.609,5,1,8,20.134,23.03,24.579,3,1,1,75.881,79.935,81.702,6,1,5,1.95,4.552,5.698,3,1,8,3.018,7.305,8.58,4,1,3,4.906,6.028,7.255
4,5,2,2,4,5,4,3,4,5,5,3,4.33333333333333,5,3.5,4.5,4,15,1,1,3,94.93357143,93.9075,94.6,93.3825,90.2225,4,1,.687740253809967,.558234495385072,1,3.24597474919504,1,7.88,7.88,9.953,1,3,10.405,10.405,11.981,1,6,5.261,5.261,7.267,1,6,4.46,5.711,5.997,2,1,0,0,1.148,0,4,34.825,34.825,42.509,1, ,0, , , , ,1,143.87,143.87,146.017,1,1, ,0,0,32.58,0,5,52.233,54.56,59.339,2,1, ,0,0,12.961,0,8,8.872,13.048,14.948,3,1,2,48.45,141.361,143.025,3,1,9,83.689,103.732,104.58,2,1,8,6.225,31.008,45.524,2,1,4,26.381,54.187,56.593,3,1,5,2.776,8.682,10.9,2,1,8,13.294,14.766,15.719,2,1,3,4.624,4.624,9.151
 , , , , , , , ,5, , , , , , , ,1,16,1,1,4,73.285,71.9225,70.90625,73.465,70.0375,4,1,.500578169477857,.307107460350873,1,2.80768562982873,1,14.1,16.024,19.601,3,3,21.862,23.377,24.044,3,6,5.385,8.238,8.257,4,6,5.862,6.523,7.056,3,1,0,0,10.527,0,4,27.854,31.439,32.058,3, ,0, , , , ,6,69.638,81.644,82.242,6,1, ,3.639,9.752,11.309,2,5,3.243,29.794,32.329,5,1, ,5.318,7.048,10.098,4,8,9.374,21.36,22.211,8,1,4,10.497,35.727,37.313,7,1,4,5.282,26.083,26.717,7,1,8,17.351,30.303,30.984,6,1,9,8.619,10.261,10.831,5,1,5,1.991,15.822,16.477,7,1,8,7.391,10.275,10.842,5,1,3,11.078,13.246,13.839
5,3,3,4,4,6,4,4,4,5,5,3,4.33333333333333,3.5,4,4,4,18,0,1,1,74.7849851175,71.14125,67.82,71.675, ,4,0,.593424860175594,.412350001755095,1,2.00577486193069,1,23.196,29.241,31.762,2,3,17.045,19.47,20.221,2,6,10.746,15.891,18.253,2,6,10.063,17.114,20.666,3,0,0,0,2.48,0,4,32.384,53.107,54.294,3, ,0, , , , ,2,67.98,74.459,75.275,2,1, ,18.929,21.04,22.036,2,1,18.912,47.371,48.332,3, ,1,6.9,25.198,25.953,4,8,5.108,26.855,28.235,6,1,8,18.897,23.447,24.217,4,1,5,2.939,76.77,77.682,6,1,7,34.96,55.993,57.004,6,1,9,18.049,31.889,31.916,12,1,5,9.945,12.414,13.758,3,1,8,4.547,9.984,10.445,6,1,3,16.957,21.556,22.119
4,3,4,2,4,7,1,3,5,6,6,5,5.66666666666667,4,2,3.5,2,16,0,1,4,92.1990625,93.4275,88.8275,83.25, ,4,1,.447880778191896,.22959474016033,0,1.67747551835223,1,8.162,9.83,10.514,3,3,5.655,7.918,7.958,4,6,2.509,4.955,5.86,4,6,7.985,9.084,10.059,3,1,0,0,.976,0,4,13.901,16.077,16.102,6, ,0, , , , ,6,51.2,51.791,52.458,3,1, ,6.266,6.266,19.101,1,5,39.699,41.306,42.095,3,1, ,3.796,8.51,9.244,4,8,1.037,16.311,16.339,13,1,5,35.209,50.465,51.647,7,1,9,1.556,6.669,7.511,8,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,3,3,4,7,4,4,4,4,3,3,3.33333333333333,4,4,4,2,15,1,1,4,82.291785715,74.125,85.1375,80.5275,87.7925,4,1,.431777195596978,.141525281178814,0,1.57330247677579,1,7.92,10.013,14.412,2,3,19.685,19.685,21.904,1,6,5.946,5.946,10.441,1,6,4.613,4.613,6.962,1,1,0,0,1.124,0,4,14.277,14.277,17.306,1, ,0, , , , ,2,49.674,52.262,52.301,4,1, ,16.451,22.683,23.734,2,3,31.911,33.142,33.961,3,1, ,1.9,2.413,3.374,2,8,5.789,15.765,16.862,8,1,9,19.175,21.56,22.478,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,3,3,3,4,3,3,3,4,4,4,4,4,3,3,2,17,1,1,4,87.6709375,83.8175,77.575,84.915,86.615,4,0,.537848066525074,.314427703255833,0,.852275769780907,1,11.896,15.087,16.06,2,3,12.038,35.54,35.584,7,6,55.448,63.131,63.709,3,6,14.482,15.232,15.672,3,0,1.018,1.018,1.058,1,4,22.31,23.128,24.121,3, ,1,1.527,4.957,5.831,6,5,24.009,47.473,48.039,3, ,0, , , , ,5,105.728,107.444,107.475,3,1, ,.218,2.263,4.767,4,8,1.993,13.321,14.805,10,1,5,7.073,44.094,44.91,10,1,8,6.811,45.37,46.148,10,1, ,12.536,19.881,19.893,6,0, , , , , , , , , , , , , , , , , , , , , , 
3,3,3,3,3,4,3,3,2,4,4,4,4,4,3,3,2,18,0,1,2,74.389375,64.4225,80.68625,63.2625,58.5575,4,0,.410895778056251,.0931850225599282,0,.504080800616179,1,18.132,19.661,20.039,3,3,10.924,12.778,16.209,6,6,1.994,2.872,3.626,3,6,4.209,4.767,5.21,3,0,0,0,.541,0,5,11.897,17.168,17.656,7,1, ,2.058,6.952,6.993,4,2,21.214,41.405,42.335,10,1, ,11.065,20.621,20.953,4,6,30.629,32.267,32.328,4,0, , , , , ,8,.351,4.952,5.687,9,1,8,1.659,5.403,5.457,8,1,7,.722,3.57,4.288,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,4,2,4,7,5,4,3,5,5,4,4.66666666666667,4,4.5,3,1,17,1,0,1,81.528125,91.9575,68.25,77.4725,75.51,2,1,.289562076344438,.242473700038818,1,2.53203577638326,1,6.328,9.27,9.787,4,6,16.833,17.737,19.675,2,6,3.082,5.11,6.642,2,3,4.334,5.786,7.998,2,1,0,0,8.227,0,1,3.349,5.643,6.537,3,1, ,5.243,7.98,9.089,6,1,11.495,13.697,14.558,4,0, , , , , ,2,26.554,27.978,28.633,2,1, ,7.79,7.79,9.504,1,8,2.931,2.931,4.377,1,1,5,15.443,18.134,19.008,3,1,9,7.626,9.642,10.769,3,1,8,10.268,13.607,15.04,3,1,9,18.226,20.103,21.164,3,1,5,2.541,5.035,5.993,3,1,8,3.964,6.142,7.126,3,1,3,4.33,6.051,6.866
2,3,2,1,4,7,3,4,5,3,3,3,3,5.5,3.5,2.5,1,17,1,0,1,77.00625,72.2525,65.5,65.005,75.89,4,1,.260411403434245,.121789581495453,0,1.3822009849297,1,8.158,10.117,10.144,3,3,30.725,38.624,44.083,9,6,7.346,7.984,9.444,3,6,8.802,9.345,10.164,3,1,0,0,2.299,0,4,8.652,9.42,10.565,3, ,1,1.396,2.159,3.343,2,2,12.366,13.007,15.698,3,1, ,.674,1.754,3.355,2,5,23.052,24.214,25.054,3,0, , , , , ,8,6.681,24.164,24.96,11,1,9,1.64,15.912,16.646,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,3,2,2,5,3,4,4,4,5,5,5,5,5,4,3,1,17,1,1,4,85.6578571425,91.56,83.3175,84.0025,78.7575,4,1,.568055844115602,.221354907556013,0,1.78941075167162,1,1.008,22.287,23.001,4,3,15.295,16.589,17.292,2,6,4.04,5.58,6.002,3,6,10.914,14.496,16.953,4,1,0,0,22.086,0,4,72.032,73.716,74.278,2, ,0, , , , ,8,1.704,78.268,78.682,4,1, ,5.592,17.735,24.217,4,5,13.658,15.692,16.129,3,1, ,13.865,15.909,15.928,3,8,.63,16.565,17.104,13,1,9,18.487,20.613,21.631,6,1,9,10.693,32.762,33.357,16,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,2,5,2,7,2,1,4,1,5,2,2.66666666666667,3.5,1.5,5,1,17,0,1,4,80.2603174633333,87.4033333333333,69.72,75.2566666666667,91.5,4,1,.50805563060277,.284076552422837,1,2.79213218302561,1,12.325,13.343,13.901,3,3,9.048,11.491,11.935,4,6,3.243,4.452,4.47,4,6,2.125,5.228,6.053,4,1,0,0,2.92,0,4,33.741,41.26,42.713,6, ,0, , , , ,1,76.764,77.953,77.974,4,1, ,9.655,19.151,19.837,9,4,28.04,29.713,29.735,5,1, ,.549,1.789,2.12,3,8,1.311,34.689,35.435,13,1,2,38.503,41.04,41.061,7,1,4,1.449,14.692,15.43,9,1,3,2.519,19.084,19.882,6,1,7,1.071,14.171,14.192,7,1,5,3.353,4.707,5.151,5,1,8,3.697,5.973,5.997,7,1,3,3.655,4.234,4.975
3,4,5,4,4,3,4,4,3,5,5,5,5,2.5,4,3.5,5,18,1,1,2,78.305625,65.7075,83.63,54.985,86.6075,4,0,.44660658104649,.385581062326537,1,1.83218764337303,1,11.298,12.43,13.556,3,3,6.003,17.629,19.513,5,6,4.627,5.638,7.174,3,6,4.866,9.321,10.13,5,0,0,0,1.955,0,1,21.191,33.912,34.975,3,1, ,26.981,28.42,30.325,2,8,16.739,20.476,21.234,3,1, ,2.127,5.14,5.707,4,1,16.46,44.369,46.091,9, ,0, , , , ,8,1.772,17.066,17.895,8,1,3,20.193,58.292,58.318,13,1,4,12.328,16.117,16.708,8,1,1,15.375,51.984,52.881,7,1,1,25.915,38.25,38.941,6,1,5,5.775,7.083,8.116,5,1,8,12.651,16.359,16.38,7,1,3,15.502,30.084,31.126
3,3,4,4,4,5,5,4,5,5,5,5,5,3,4.5,3,7,16,0,0,1,95.278214285,95.08,95.1175,92.955,91.555,4,1,.634350399226413,.592779002552955,1,3.22712940177937,1,5.759,5.759,10.053,1,3,14.328,14.328,19.477,1,6,3.801,3.801,6.566,1,6,6.873,6.873,10.455,1,1,0,0,9.744,0,3,8.26,9.188,9.585,2,1, ,0,0,15.935,0,2,100.536,100.536,101.597,1,1, ,0,0,20.539,0,1,92.947,92.947,106.448,1, ,0, , , , ,8,16.149,17.629,20.156,2,1,2,130.597,131.572,132.5,2,1,4,101.928,102.696,103.94,2,1,8,.756,46.947,47.984,3,1,3,108.371,109.276,109.92,2,1,5,1.712,4.248,5.582,2,1,8,5.851,7.035,7.728,2,1,3,5.917,5.917,8.09
 , , , , , ,4, , , , , , , ,4, ,1,16,0,0,1,73.1478571425,69.115,71.21,74.355, ,4,1,.365627376335252,.139230613492762,0,1.50485798982801,1,6.118,6.118,8.086,1,3,7.898,7.898,9.394,1,6,2.165,2.165,3.228,1,6,6.592,6.592,8.382,1,1,0,0,.535,0,5,.301,24.51,27.591,3,1, ,15.402,15.402,15.769,1,7,33.508,33.508,35.218,1,0, , , , , ,5,9.21,14.866,17.568,3,1, ,0,0,3.033,0,8,1.064,14.21,15.201,7,1,6,9.394,11.298,14.521,2,1,4,4.003,6.427,7.234,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,3, , ,3,17,0,1,2,82.21,71.2125,82.44125,81.27,81.7775,3,1,.32691071353002,0,0,1.32691071353002,1,7.572,10.887,11.596,3,3,9.603,11.53,12.107,3,6,3.563,5.403,6.984,3,3,3.357,4.613,5.036,3,1,0,0,.508,0,1,8.322,54.014,54.547,3,1, ,3.959,5.294,5.649,3,7,15.244,18.29,18.888,3,1, ,.062,.59,1.231,2,8,1.349,1.831,2.441,3,0, , , , , ,8,.984,13.531,14.337,7,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,4,3,3,7,3,4,4,4,5,5,4.66666666666667,3.5,3.5,4,7,15,1,1,1,78.2660714275,62.7025,86.38,76.79,70.6275,3,0,.379318287986559,.289715294910617,1,1.66903358289718,1,4.854,5.519,12.959,2,3,25.785,25.785,28.608,1,6,5.156,5.156,7.795,1,3,6.215,6.215,9.911,1,0,0,0,2.575,0,4,10.042,10.042,20.38,1, ,0, , , , ,4,11.747,11.747,15.587,1,1, ,0,0,32.887,0,4,26.718,26.718,28.365,1,1, ,0,0,8.123,0,8,4.737,11.637,13.644,2,1,5,21.463,32.184,34.477,3,1,7,27.607,29.459,30.616,2,1,8,.706,10.91,12.361,3,1,1,13.291,14.832,16.742,2,1,5,2.493,5.57,7.658,2,1,8,5.706,7.135,8.068,2,1,3,5.638,5.638,7.355
5,5,4,2,5,7,1,1,3,4,4,1,3,4,1,5,7,15,0,0,2,72.5282142875,77.74,70.5975,52.775,76.07,4,1,.655824255821631,.675778306764187,1,3.33160256258582,1,10.988,13.644,14.028,4,3,25.167,27.893,28.823,3,6,7.354,9.85,10.85,3,6,9.715,11.218,12.059,2,1,0,0,6.301,0,5,21.462,23.642,24.499,2,1, ,6.692,6.692,7.642,1,8,38.374,39.626,40.738,2,1, ,0,0,25.094,0,1,124.47,170.679,171.599,3, ,0, , , , ,8,10.302,22.13,23.232,6,1,5,120.25,123.746,123.759,6,1,4,228.662,241.198,242.068,10,1,8,13.176,16.328,17.358,3,1,3,123.142,128.566,129.32,5,1,5,1.548,5.558,8.269,4,1,8,7.376,10.88,12.092,4,1,3,7.655,9.15,10.239
4,4,1,1,5,3,4,3,4,6,6,6,6,6,3.5,4,1,16,0,0,1,88.4085714275,88.19,86.2725,87.75,86.4775,4,1,.441777595727453,.378692925042103,1,2.82047052076956,1,5.013,5.013,22.488,1,3,8.364,8.364,9.826,1,6,2.948,2.948,4.87,1,6,4.997,4.997,6.577,1,1,0,0,1.864,0,4,8.82,17.12,18.823,2, ,0, , , , ,6,60.045,60.045,60.661,1,1, ,0,0,9.356,0,5,18.55,18.55,19.653,1,1, ,0,0,27.322,0,8,5.193,12.452,15.793,2,1,9,64.192,65.487,67.383,2,1,4,31.2,33.032,34.043,2,1,8,5.973,10.163,11.707,2,1,4,42.32,47.285,47.807,3,1,5,2.492,12.58,16.11,2,1,8,3.699,6.957,9.066,2,1,3,2.521,4.731,7.349
4,5,3,2,4,5,4,3,4,4,6,5,5,4.5,3.5,4.5,2,16,1,1,4,93.400714285,91.7225,96.29,91.2375,98.8525,3,1,.518990721150656,.380794212887356,1,2.89978493403801,1,13.301,17.968,19.244,2,3,41.772,44.96,45.013,3,6,8.4,11.582,12.15,2,4,10.929,12.224,12.925,3,1,0,0,.703,0,4,36.803,48.833,49.719,6, ,0, , , , ,5,47.79,49.075,49.789,3, ,1,4.811,15.414,16.643,4,7,26.693,38.891,38.949,5,1, ,3.382,21.948,23.73,4,8,4.386,25.437,26.263,9,1,7,46.448,58.188,58.769,8,1,5,5.527,22.766,23.491,8,1,8,2.564,63.158,63.566,8,1,6,12.831,15.965,16.905,5,1,5,1.164,8.645,9.8,6,1,8,9.692,11.737,12.28,5,1,3,5.938,7.371,9.042
3,2,3,2,4,1, , ,4, , , , ,4.5, ,2.5,5,15,1,1,2,76.5222321425,68.28,72.3625,77.4625, ,2,1,.354907305599023,.274074720743595,1,2.62898202634262,1,18.061,18.061,19.412,1,2,16.842,16.842,18.394,1,6,10.802,10.802,18.235,1,4,18.143,18.143,20.141,1,1,1.461,1.461,1.932,1,4,17.969,17.969,19.136,1, ,1,0,0,31.974,0,4,15.95,15.95,17.038,1,1, ,0,0,12.35,0,8,5.505,13.169,13.985,3, , , , , , ,8,13.933,17.557,19.357,2,1,3,17.67,19.687,22.118,2,1,9,2.726,5.632,7.556,2,1,2,41.11,46.222,48.031,2,1,9,3.889,5.12,6.595,2,1,5,2.556,5.236,7.051,2,1,8,27.447,28.599,30.299,2,1,3,14.298,14.298,17.242
4,4,3,3,4,6,4,4,5,3,3,1,2.33333333333333,4,4,4,2,19,1,1,4,85.913660715,88.83125,78.5875,81.17,69.5,4,1,.382208972475492,.147961570754497,0,1.53017054322999,1,3.895,17.212,23.627,9,3,11.967,14.147,14.935,2,6,3.192,5.331,6.423,6,6,1.346,8.762,9.566,5,1,2.35,3.026,3.596,2,4,28.09,31.875,32.814,3, ,1,7.537,10.612,11.764,3,5,22.281,24.549,25.134,3, ,0, , , , ,5,19.317,24.438,25.021,4,1, ,10.959,10.959,11.934,1,8,3.377,17.027,17.432,11,1,5,10.765,23.183,24.569,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
